EGT_ID,EGT_UID,ELCODE,TAXGROUP,G_NAME,G_COMNAME,ORIGIN,PRESENCE,COMMENTS,HUC8_OLD,HUC8_WBD,CONV_DATA,DUP_FLAG,PCTOVRLAP,CONF_SCORE,CONFMETHOD,CONF_COM,CONF_EO,REFCODE1,SHORT_CIT1,NEW_DATA,NEW_RECTOT,NEW_SRC,NEW_COM,REFCODE2,SHORT_CIT2,CURR_EO,EOpost1978,EO_noDate
107931,2-107931,ICMAL14490,Crayfishes,Procambarus econfinae,Panama City Crayfish,Native,Present,,,03130004,,,,,,,,,,Y,6,BISON,,,"Florida Museum of Natural History. UF Invertebrate Zoology. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107931,2-107931,ICMAL14490,Crayfishes,Procambarus econfinae,Panama City Crayfish,Native,Present,,,03140101,,,,,,,,,,Y,12,BISON,,,"Florida Museum of Natural History. UF Invertebrate Zoology. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107950,2-107950,ICMAL07250,Crayfishes,Cambarus nerterius,Greenbrier Cave Crayfish,Native,Present,,,05050003,,,,,,,,,,Y,4,BISON,,,NEEDS REVIEW - MULTIPLE BISON REFERENCES IN HUC,,,
107950,2-107950,ICMAL07250,Crayfishes,Cambarus nerterius,Greenbrier Cave Crayfish,Native,Present,,,06010103,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03020101,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03020102,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03020201,,,,,,,,,,Y,22,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03030002,,,,,,,,,,Y,15,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03030003,,,,,,,,,,Y,20,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03030004,,,,,,,,,,Y,19,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03040101,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03040104,,,,,,,,,,Y,12,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03040105,,,,,,,,,,Y,16,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03040201,,,,,,,,,,Y,2,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03050101,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03050102,,,,,,,,,,Y,2,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03050103,,,,,,,,,,Y,11,BISON,,,NEEDS REVIEW - MULTIPLE BISON REFERENCES IN HUC,,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03050105,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03050106,,,,,,,,,,Y,2,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
107980,2-107980,ICMAL07710,Crayfishes,Cambarus reduncus,Sickle Crayfish,Native,Present,,,03050110,,,,,,,,,,Y,2,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108156,2-108156,ICMAL50050,Crayfishes,Distocambarus hunteri,Saluda Burrowing Crayfish,Native,Present,,,03050109,,,,,,,,,,Y,3,BISON,,,"National Museum of Natural History, Smithsonian Institution. NMNH Extant Specimen and Observation Records. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108188,2-108188,ICMAL15110,Crayfishes,Fallicambarus dissitus,Pine Hills Digger,Native,Present,,,08040201,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108188,2-108188,ICMAL15110,Crayfishes,Fallicambarus dissitus,Pine Hills Digger,Native,Present,,,08080203,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108231,2-108231,ICMAL07180,Crayfishes,Cambarus jonesi,Alabama Cave Crayfish,Native,Present,,,06030005,,,,,,,,,,Y,7,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108498,2-108498,ICMAL14670,Crayfishes,Procambarus kilbyi,Hatchet Crayfish,Native,Present,,,03100207,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108498,2-108498,ICMAL14670,Crayfishes,Procambarus kilbyi,Hatchet Crayfish,Native,Present,,,03120003,,,,,,,,,,Y,2,BISON,,,"Florida Museum of Natural History. UF Invertebrate Zoology. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108498,2-108498,ICMAL14670,Crayfishes,Procambarus kilbyi,Hatchet Crayfish,Native,Present,,,03130012,,,,,,,,,,Y,2,BISON,,,"Florida Museum of Natural History. UF Invertebrate Zoology. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108498,2-108498,ICMAL14670,Crayfishes,Procambarus kilbyi,Hatchet Crayfish,Native,Present,,,03130013,,,,,,,,,,Y,4,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108526,2-108526,ICMAL50030,Crayfishes,Distocambarus devexus,Broad River Burrowing Crayfish,Native,Present,,,03060103,,,,,,,,,,Y,1,BISON,,,"Tasmanian Museum and Art Gallery. Tasmanian Museum and Art Gallery provider for OZCAM. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108604,2-108604,ICMAL14300,Crayfishes,Procambarus plumimanus,Croatan Crayfish,Native,Present,,,03020204,,,,,,,,,,Y,9,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108604,2-108604,ICMAL14300,Crayfishes,Procambarus plumimanus,Croatan Crayfish,Native,Present,,,03020301,,,,,,,,,,Y,17,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108604,2-108604,ICMAL14300,Crayfishes,Procambarus plumimanus,Croatan Crayfish,Native,Present,,,03020302,,,,,,,,,,Y,2,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108604,2-108604,ICMAL14300,Crayfishes,Procambarus plumimanus,Croatan Crayfish,Native,Present,,,03030005,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108604,2-108604,ICMAL14300,Crayfishes,Procambarus plumimanus,Croatan Crayfish,Native,Present,,,03030006,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108604,2-108604,ICMAL14300,Crayfishes,Procambarus plumimanus,Croatan Crayfish,Native,Present,,,03030007,,,,,,,,,,Y,26,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03020302,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03030004,,,,,,,,,,Y,2,BISON,,,NEEDS REVIEW - MULTIPLE BISON REFERENCES IN HUC,,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03030005,,,,,,,,,,Y,11,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03030006,,,,,,,,,,Y,4,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03040203,,,,,,,,,,Y,32,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03040204,,,,,,,,,,Y,2,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03040206,,,,,,,,,,Y,17,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108607,2-108607,ICMAL14290,Crayfishes,Procambarus pearsei,Carolina Sandhills Crayfish,Native,Present,,,03040208,,,,,,,,,,Y,2,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,02070004,,,,,,,,,,Y,3,BISON,,,"National Museum of Natural History, Smithsonian Institution. NMNH Extant Specimen and Observation Records. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,03010205,,,,,,,,,,Y,6,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,03140304,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,03150101,,,,,,,,,,Y,3,BISON,,,"National Museum of Natural History, Smithsonian Institution. NMNH Extant Specimen and Observation Records. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,03160109,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,03160110,,,,,,,,,,Y,6,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,03170008,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,04040001,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,05100204,,,,,,,,,,Y,9,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,05120101,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,05130106,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,06020001,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,06030005,,,,,,,,,,Y,15,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
872114,2-872114,ICMAL07800,Crayfishes,Cambarus tenebrosus,Cavespring Crayfish,Native,Present,,,06040001,,,,,,,,,,Y,3,BISON,,,"National Museum of Natural History, Smithsonian Institution. NMNH Extant Specimen and Observation Records. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108685,2-108685,ICMAL14A40,Crayfishes,Procambarus versutus,Sly Crayfish,Native,Present,,,03080103,,,,,,,,,,Y,1,BISON,,,"Florida Museum of Natural History. UF Invertebrate Zoology. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108685,2-108685,ICMAL14A40,Crayfishes,Procambarus versutus,Sly Crayfish,Native,Present,,,03140104,,,,,,,,,,Y,2,BISON,,,NEEDS REVIEW - MULTIPLE BISON REFERENCES IN HUC,,,
108724,2-108724,ICMAL14470,Crayfishes,Procambarus dupratzi,Southwestern Creek Crayfish,Native,Present,,,12020006,,,,,,,,,,Y,8,BISON,,,NEEDS REVIEW - MULTIPLE BISON REFERENCES IN HUC,,,
108909,2-108909,ICMAL11740,Crayfishes,Orconectes sheltae,Shelta Cave Crayfish,Native,Present,,,06030002,,,,,,,,,,Y,6,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,01090003,,,,,,,,,,Y,1,BISON,,,"Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,01090004,,,,,,,,,,Y,7,BISON,,,"Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,01090005,,,,,,,,,,Y,6,BISON,,,"Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,01100001,,,,,,,,,,Y,1,BISON,,,"Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02020008,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02040106,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02040202,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02040205,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02040206,,,,,,,,,,Y,17,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02040301,,,,,,,,,,Y,15,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02040302,,,,,,,,,,Y,12,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
108941,2-108941,ICMAL14230,Crayfishes,Procambarus acutus,White River Crawfish,Native,Present,,,02070005,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
1098790,2-1098790,ICMAL11940,,Faxonius hathawayi,,Native,Present,,,08080203,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106652,2-106652,ICMAL07060,Crayfishes,Cambarus parvoculus,Mountain Midget Crayfish,Native,Present,,,05130105,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106826,2-106826,ICMAL14F60,Crayfishes,Procambarus steigmani,Parkhill Prairie Crayfish,Native,Present,,,12010001,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106826,2-106826,ICMAL14F60,Crayfishes,Procambarus steigmani,Parkhill Prairie Crayfish,Native,Present,,,12030103,,,,,,,,,,Y,3,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106826,2-106826,ICMAL14F60,Crayfishes,Procambarus steigmani,Parkhill Prairie Crayfish,Native,Present,,,12030105,,,,,,,,,,Y,1,BISON,,,"iNaturalist.org. iNaturalist Research-grade Observations. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106826,2-106826,ICMAL14F60,Crayfishes,Procambarus steigmani,Parkhill Prairie Crayfish,Native,Present,,,12030106,,,,,,,,,,Y,9,BISON,,,NEEDS REVIEW - MULTIPLE BISON REFERENCES IN HUC,,,
106894,2-106894,ICMAL09040,Crayfishes,Cambarellus puer,Swamp Dwarf Crayfish,Native,Present,,,08040206,,,,,,,,,,Y,3,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106894,2-106894,ICMAL09040,Crayfishes,Cambarellus puer,Swamp Dwarf Crayfish,Native,Present,,,08050001,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106894,2-106894,ICMAL09040,Crayfishes,Cambarellus puer,Swamp Dwarf Crayfish,Native,Absent,,,08080102,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106894,2-106894,ICMAL09040,Crayfishes,Cambarellus puer,Swamp Dwarf Crayfish,Native,Absent,,,11140204,,,,,,,,,,Y,1,BISON,,,"North Carolina State Museum of Natural Sciences. NCSM Non-molluscan Invertebrates Collection. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106894,2-106894,ICMAL09040,Crayfishes,Cambarellus puer,Swamp Dwarf Crayfish,Native,Present,,,11140205,,,,,,,,,,Y,1,BISON,,,"Texas A&M University Biodiversity Research and Teaching Collections. Biodiversity Research and Teaching Collections - TCWC Marine Invertebrates. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
106894,2-106894,ICMAL09040,Crayfishes,Cambarellus puer,Swamp Dwarf Crayfish,Native,Present,,,11140304,,,,,,,,,,Y,2,BISON,,,"Texas A&M University Biodiversity Research and Teaching Collections. Biodiversity Research and Teaching Collections - TCWC Marine Invertebrates. (Accessed through Biodiversity Information Serving Our Nation (BISON), https://bison.usgs.gov, 2019-05-06)",,,
